Gss year for this respondent                       ,Respondent id number,How often r attends religious services,Ballot used for interview,Respondents sex
1980,318,Sevrl times a yr,Not applicable,Female
1980,319,Never,Not applicable,Male
1980,320,Lt once a year,Not applicable,Male
1980,321,Lt once a year,Not applicable,Male
1980,322,Sevrl times a yr,Not applicable,Female
1980,323,2-3x a month,Not applicable,Female
1980,324,More thn once wk,Not applicable,Female
1980,325,Every week,Not applicable,Female
1980,326,Once a year,Not applicable,Male
1980,327,More thn once wk,Not applicable,Female
1980,328,Once a year,Not applicable,Female
1980,329,Every week,Not applicable,Male
1980,330,Nrly every week,Not applicable,Male
1980,331,2-3x a month,Not applicable,Female
1980,332,Once a year,Not applicable,Male
1980,333,Nrly every week,Not applicable,Male
1980,334,More thn once wk,Not applicable,Female
1980,335,More thn once wk,Not applicable,Female
1980,336,More thn once wk,Not applicable,Female
1980,337,Sevrl times a yr,Not applicable,Female
1980,338,2-3x a month,Not applicable,Male
1980,339,More thn once wk,Not applicable,Female
1980,340,More thn once wk,Not applicable,Female
1980,341,Sevrl times a yr,Not applicable,Male
1980,342,Once a year,Not applicable,Male
1980,343,Sevrl times a yr,Not applicable,Male
1980,344,Lt once a year,Not applicable,Female
1980,345,2-3x a month,Not applicable,Female
1980,346,Lt once a year,Not applicable,Male
1980,347,Every week,Not applicable,Female
1980,348,2-3x a month,Not applicable,Male
1980,349,Every week,Not applicable,Male
1980,350,Once a year,Not applicable,Male
1980,351,Lt once a year,Not applicable,Female
1980,352,More thn once wk,Not applicable,Female
1980,353,2-3x a month,Not applicable,Male
1980,354,Sevrl times a yr,Not applicable,Female
1980,355,Every week,Not applicable,Male
1980,356,2-3x a month,Not applicable,Female
1980,357,Once a year,Not applicable,Male
1980,358,Once a year,Not applicable,Female
1980,359,Sevrl times a yr,Not applicable,Male
1980,360,Once a year,Not applicable,Female
1980,361,2-3x a month,Not applicable,Female
1980,362,Once a month,Not applicable,Male
1980,363,Every week,Not applicable,Male
1980,364,Sevrl times a yr,Not applicable,Male
1980,365,Sevrl times a yr,Not applicable,Female
1980,366,Never,Not applicable,Male
1980,367,Never,Not applicable,Male
1980,368,Once a year,Not applicable,Female
1980,369,Once a year,Not applicable,Male
1980,370,Every week,Not applicable,Female
1980,371,Once a year,Not applicable,Male
1980,372,Sevrl times a yr,Not applicable,Male
1980,373,Once a year,Not applicable,Female
1980,374,Every week,Not applicable,Female
1980,375,Once a year,Not applicable,Male
1980,376,Sevrl times a yr,Not applicable,Female
1980,377,Never,Not applicable,Male
1980,378,Never,Not applicable,Male
1980,379,Once a month,Not applicable,Female
1980,380,Once a month,Not applicable,Female
1980,381,More thn once wk,Not applicable,Male
1980,382,Once a year,Not applicable,Male
1980,383,Sevrl times a yr,Not applicable,Female
1980,384,Once a month,Not applicable,Female
1980,385,Once a year,Not applicable,Female
1980,386,Once a year,Not applicable,Male
1980,387,Never,Not applicable,Female
1980,388,Once a year,Not applicable,Female
1980,389,More thn once wk,Not applicable,Female
1980,390,More thn once wk,Not applicable,Female
1980,391,2-3x a month,Not applicable,Female
1980,392,Once a year,Not applicable,Male
1980,393,Never,Not applicable,Male
1980,394,Never,Not applicable,Male
1980,395,Every week,Not applicable,Female
1980,396,Sevrl times a yr,Not applicable,Male
1980,397,Every week,Not applicable,Female
1980,398,Never,Not applicable,Male
1980,399,Once a month,Not applicable,Male
1980,400,Every week,Not applicable,Female
1980,401,Sevrl times a yr,Not applicable,Female
1980,402,2-3x a month,Not applicable,Female
1980,403,Sevrl times a yr,Not applicable,Male
1980,404,Lt once a year,Not applicable,Female
1980,405,Never,Not applicable,Female
1980,406,Every week,Not applicable,Female
1980,407,Every week,Not applicable,Male
1980,408,Lt once a year,Not applicable,Female
1980,409,2-3x a month,Not applicable,Male
1980,410,Lt once a year,Not applicable,Female
1980,411,2-3x a month,Not applicable,Male
1980,412,More thn once wk,Not applicable,Female
1980,413,Lt once a year,Not applicable,Male
1980,414,Once a year,Not applicable,Female
1980,415,Never,Not applicable,Female
1980,416,Sevrl times a yr,Not applicable,Female
1980,417,Once a year,Not applicable,Female
1980,418,More thn once wk,Not applicable,Male
1980,419,Once a year,Not applicable,Female
1980,420,Once a year,Not applicable,Male
1980,421,Once a month,Not applicable,Male
1980,422,Sevrl times a yr,Not applicable,Male
1980,423,Every week,Not applicable,Male
1980,424,Once a year,Not applicable,Male
1980,425,Once a year,Not applicable,Male
1980,426,Sevrl times a yr,Not applicable,Female
1980,427,Sevrl times a yr,Not applicable,Male
1980,428,Every week,Not applicable,Male
1980,429,Never,Not applicable,Female
1980,430,Once a year,Not applicable,Female
1980,431,Once a month,Not applicable,Female
1980,432,Once a year,Not applicable,Male
1980,433,Never,Not applicable,Male
1980,434,Sevrl times a yr,Not applicable,Male
1980,435,Sevrl times a yr,Not applicable,Female
1980,436,Once a year,Not applicable,Female
1980,437,Every week,Not applicable,Male
1980,438,Every week,Not applicable,Female
1980,439,Nrly every week,Not applicable,Male
1980,440,Every week,Not applicable,Female
1980,441,Never,Not applicable,Male
1980,442,Every week,Not applicable,Female
1980,443,Never,Not applicable,Female
1980,444,Every week,Not applicable,Female
1980,445,Never,Not applicable,Male
1980,446,Once a year,Not applicable,Female
1980,447,Once a year,Not applicable,Female
1980,448,Every week,Not applicable,Female
1980,449,Lt once a year,Not applicable,Male
1980,450,Sevrl times a yr,Not applicable,Female
1980,451,Sevrl times a yr,Not applicable,Female
1980,452,Sevrl times a yr,Not applicable,Male
1980,453,2-3x a month,Not applicable,Female
1980,454,Once a year,Not applicable,Female
1980,455,Once a year,Not applicable,Female
1980,456,Lt once a year,Not applicable,Male
1980,457,Every week,Not applicable,Male
1980,458,Sevrl times a yr,Not applicable,Female
1980,459,Every week,Not applicable,Female
1980,460,Never,Not applicable,Female
1980,461,Once a year,Not applicable,Male
1980,462,Once a month,Not applicable,Male
1980,463,Lt once a year,Not applicable,Female
1980,464,Lt once a year,Not applicable,Male
1980,465,2-3x a month,Not applicable,Female
1980,466,2-3x a month,Not applicable,Male
1980,467,Sevrl times a yr,Not applicable,Male
1980,468,Once a year,Not applicable,Male
1980,469,Nrly every week,Not applicable,Female
1980,470,Once a year,Not applicable,Male
1980,471,Once a year,Not applicable,Female
1980,472,Never,Not applicable,Male
1980,473,Never,Not applicable,Female
1980,474,Once a month,Not applicable,Male
1980,475,Lt once a year,Not applicable,Female
1980,476,2-3x a month,Not applicable,Female
1980,477,Every week,Not applicable,Female
1980,478,More thn once wk,Not applicable,Female
1980,479,Every week,Not applicable,Male
1980,480,Lt once a year,Not applicable,Male
1980,481,Once a year,Not applicable,Female
1980,482,More thn once wk,Not applicable,Male
1980,483,Sevrl times a yr,Not applicable,Female
1980,484,Every week,Not applicable,Female
1980,485,Every week,Not applicable,Female
1980,486,Once a month,Not applicable,Male
1980,487,Never,Not applicable,Female
1980,488,Never,Not applicable,Male
1980,489,Every week,Not applicable,Female
1980,490,Every week,Not applicable,Male
1980,491,Every week,Not applicable,Male
1980,492,Never,Not applicable,Male
1980,493,Once a year,Not applicable,Male
1980,494,Every week,Not applicable,Female
1980,495,Once a year,Not applicable,Female
1980,496,Every week,Not applicable,Female
1980,497,Nrly every week,Not applicable,Male
1980,498,Every week,Not applicable,Female
1980,499,Once a year,Not applicable,Male
1980,500,Sevrl times a yr,Not applicable,Male
1980,501,Lt once a year,Not applicable,Male
1980,502,Sevrl times a yr,Not applicable,Male
1980,503,2-3x a month,Not applicable,Female
1980,504,Sevrl times a yr,Not applicable,Female
1980,505,Every week,Not applicable,Male
1980,506,Nrly every week,Not applicable,Female
1980,507,More thn once wk,Not applicable,Male
1980,508,Every week,Not applicable,Male
1980,509,Once a year,Not applicable,Male
1980,510,Lt once a year,Not applicable,Male
1980,511,Sevrl times a yr,Not applicable,Female
1980,512,Every week,Not applicable,Female
1980,513,Never,Not applicable,Female
1980,514,Sevrl times a yr,Not applicable,Female
1980,515,Once a month,Not applicable,Female
1980,516,Never,Not applicable,Female
1980,517,Sevrl times a yr,Not applicable,Female
1980,518,Nrly every week,Not applicable,Female
1980,519,More thn once wk,Not applicable,Female
1980,520,Lt once a year,Not applicable,Female
1980,521,Every week,Not applicable,Female
1980,522,Once a month,Not applicable,Female
1980,523,Nrly every week,Not applicable,Male
1980,524,Sevrl times a yr,Not applicable,Female
1980,525,Every week,Not applicable,Female
1980,526,Lt once a year,Not applicable,Male
1980,527,Lt once a year,Not applicable,Male
1980,528,Nrly every week,Not applicable,Male
1980,529,Once a month,Not applicable,Female
1980,530,Every week,Not applicable,Male
1980,531,Lt once a year,Not applicable,Male
1980,532,Sevrl times a yr,Not applicable,Female
1980,533,Never,Not applicable,Female
1980,534,More thn once wk,Not applicable,Female
1980,535,Once a year,Not applicable,Female
1980,536,Lt once a year,Not applicable,Male
1980,537,Once a year,Not applicable,Male
1980,538,Once a year,Not applicable,Male
1980,539,Nrly every week,Not applicable,Female
1980,540,2-3x a month,Not applicable,Female
1980,541,Never,Not applicable,Male
1980,542,Lt once a year,Not applicable,Male
1980,543,Once a year,Not applicable,Male
1980,544,Every week,Not applicable,Female
1980,545,Sevrl times a yr,Not applicable,Male
1980,546,Never,Not applicable,Female
1980,547,Every week,Not applicable,Female
1980,548,Sevrl times a yr,Not applicable,Male
1980,549,Every week,Not applicable,Female
1980,550,Once a year,Not applicable,Male
1980,551,Once a year,Not applicable,Female
1980,552,Every week,Not applicable,Female
1980,553,Lt once a year,Not applicable,Male
1980,554,Every week,Not applicable,Female
1980,555,Every week,Not applicable,Male
1980,556,Every week,Not applicable,Female
1980,557,Sevrl times a yr,Not applicable,Male
1980,558,Sevrl times a yr,Not applicable,Female
1980,559,2-3x a month,Not applicable,Female
1980,560,Nrly every week,Not applicable,Female
1980,561,Sevrl times a yr,Not applicable,Female
1980,562,Once a month,Not applicable,Male
1980,563,Sevrl times a yr,Not applicable,Male
1980,564,Sevrl times a yr,Not applicable,Female
1980,565,Once a year,Not applicable,Male
1980,566,2-3x a month,Not applicable,Female
1980,567,Once a month,Not applicable,Male
1980,568,Never,Not applicable,Male
1980,569,2-3x a month,Not applicable,Male
1980,570,Nrly every week,Not applicable,Female
1980,571,Once a year,Not applicable,Male
1980,572,Sevrl times a yr,Not applicable,Male
1980,573,Once a month,Not applicable,Female
1980,574,Once a month,Not applicable,Male
1980,575,Every week,Not applicable,Male
1980,576,Sevrl times a yr,Not applicable,Male
1980,577,Once a year,Not applicable,Female
1980,578,2-3x a month,Not applicable,Female
1980,579,Once a year,Not applicable,Male
1980,580,Nrly every week,Not applicable,Female
1980,581,Once a year,Not applicable,Female
1980,582,2-3x a month,Not applicable,Female
1980,583,Nrly every week,Not applicable,Female
1980,584,Nrly every week,Not applicable,Male
1980,585,Every week,Not applicable,Male
1980,586,Every week,Not applicable,Male
1980,587,Nrly every week,Not applicable,Female
1980,588,Never,Not applicable,Male
1980,589,Sevrl times a yr,Not applicable,Male
1980,590,More thn once wk,Not applicable,Male
1980,591,More thn once wk,Not applicable,Male
1980,592,Every week,Not applicable,Female
1980,593,Never,Not applicable,Male
1980,594,Never,Not applicable,Male
1980,595,Nrly every week,Not applicable,Female
1980,596,Every week,Not applicable,Female
1980,597,Every week,Not applicable,Female
1980,598,2-3x a month,Not applicable,Male
1980,599,Sevrl times a yr,Not applicable,Female
1980,600,Every week,Not applicable,Female
1980,601,Never,Not applicable,Male
1980,602,Every week,Not applicable,Male
1980,603,2-3x a month,Not applicable,Female
1980,604,Every week,Not applicable,Female
1980,605,Once a year,Not applicable,Male
1980,606,2-3x a month,Not applicable,Male
1980,607,More thn once wk,Not applicable,Male
1980,608,Lt once a year,Not applicable,Male
1980,609,More thn once wk,Not applicable,Male
1980,610,More thn once wk,Not applicable,Female
1980,611,More thn once wk,Not applicable,Female
1980,612,Nrly every week,Not applicable,Male
1980,613,Every week,Not applicable,Female
1980,614,Every week,Not applicable,Male
1980,615,Never,Not applicable,Female
1980,616,2-3x a month,Not applicable,Female
1980,617,Never,Not applicable,Female
1980,618,Never,Not applicable,Female
1980,619,Lt once a year,Not applicable,Female
1980,620,Never,Not applicable,Female
1980,621,2-3x a month,Not applicable,Female
1980,622,Every week,Not applicable,Female
1980,623,Nrly every week,Not applicable,Male
1980,624,Lt once a year,Not applicable,Female
1980,625,Never,Not applicable,Male
1980,626,"Dk,na",Not applicable,Female
1980,627,Nrly every week,Not applicable,Female
1980,628,Every week,Not applicable,Female
1980,629,More thn once wk,Not applicable,Female
1980,630,Once a month,Not applicable,Male
1980,631,More thn once wk,Not applicable,Male
1980,632,Once a year,Not applicable,Female
1980,633,Every week,Not applicable,Female
1980,634,"Dk,na",Not applicable,Male
1980,635,Once a month,Not applicable,Female
1980,636,Never,Not applicable,Male
1980,637,More thn once wk,Not applicable,Female
1980,638,Once a year,Not applicable,Female
1980,639,Once a year,Not applicable,Male
1980,640,Once a year,Not applicable,Female
1980,641,Once a year,Not applicable,Male
1980,642,Never,Not applicable,Male
1980,643,Never,Not applicable,Male
1980,644,Never,Not applicable,Female
1980,645,Once a month,Not applicable,Female
1980,646,Lt once a year,Not applicable,Male
1980,647,Lt once a year,Not applicable,Male
1980,648,More thn once wk,Not applicable,Male
1980,649,Lt once a year,Not applicable,Male
1980,650,Lt once a year,Not applicable,Male
1980,651,Never,Not applicable,Female
1980,652,Lt once a year,Not applicable,Female
1980,653,Every week,Not applicable,Male
1980,654,Every week,Not applicable,Female
1980,655,Sevrl times a yr,Not applicable,Female
1980,656,Nrly every week,Not applicable,Female
1980,657,Every week,Not applicable,Female
1980,658,Lt once a year,Not applicable,Male
1980,659,Once a month,Not applicable,Female
1980,660,Sevrl times a yr,Not applicable,Male
1980,661,Lt once a year,Not applicable,Female
1980,662,Sevrl times a yr,Not applicable,Female
1980,663,Once a month,Not applicable,Female
1980,664,More thn once wk,Not applicable,Female
1980,665,Once a year,Not applicable,Female
1980,666,Once a year,Not applicable,Female
1980,667,Once a year,Not applicable,Female
1980,668,Once a year,Not applicable,Female
1980,669,Sevrl times a yr,Not applicable,Male
1980,670,Sevrl times a yr,Not applicable,Female
1980,671,2-3x a month,Not applicable,Female
1980,672,Once a month,Not applicable,Male
1980,673,More thn once wk,Not applicable,Female
1980,674,Once a month,Not applicable,Female
1980,675,Every week,Not applicable,Female
1980,676,Never,Not applicable,Female
